,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
1186,09FOOD-0182,Evanston Hospital,91.0,12/28/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found on counters. Store wiping cloths in a sanitizing solution between use.,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)"
1094,10FOOD-0050,Pete Miller's Steakhouse,91.0,04/30/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prep cooler was found holding food items at 52-54F. Potentially hazardous foods were discarded (cuts of beef |  cheese |  cooked/diced vegetables). Have the cooler serviced. It must hold food at 41F or below.,1557 SHERMAN AVE,Evanston,IL,60201,"1557 SHERMAN AVE
Evanston, IL 60201
(42.045929, -87.681878)"
300,09FOOD-0166,Sarpino's Pizza,91.0,09/18/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain near the prep sink is soiled. Scrub the surface and clean with bleach water in order to help prevent fruit flies.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
481,09FOOD-0166,Sarpino's Pizza,91.0,09/18/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Can opener has food debris buildup. Clean and sanitize on a regular basis.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
69,09FOOD-0372,Hunan Spring,91.0,01/23/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide a thermometer for the walk in and display conspicuously.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
306,09FOOD-0359,Jewel Osco #3487,91.0,04/13/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Kosher Chicken wings in display case were found at 110F. Kosher Rotisserie chicken in warmer was 80F. These foods must be held at 135F or above. Temperature dials should be turned to max settings to ensure items are held at safe temperatures. Rabbi adjusted dials during inspection.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
307,09FOOD-0359,Jewel Osco #3487,91.0,08/30/2018,<b> FOOD:</b> Source: wholesome; no spoilage,CRITICAL VIOLATION.  Multiple bags of packaged vegetables (cauliflower |  potatoes) were found spoiled and past expiration date. Items were discarded. Monitor food items on a daily basis to ensure proper turnover.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
1089,09FOOD-0182,Evanston Hospital,91.0,08/31/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prep cooler located near grill area is holding 46-52F. Cheese 60F |  Turkey 55F |  tomatoes 52F. Discard food items. Do not store food in cooler until is has been repaired to hold 41F or below.,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)"
984,09FOOD-0359,Jewel Osco #3487,91.0,04/13/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Thermometers were not easily available or properly calibrated in kosher deli. Digital thermometers may be more suitable due to problems with calibrating thermometers.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
1088,09FOOD-0359,Jewel Osco #3487,91.0,04/13/2018,"(29) PLUMBING: Installed, maintained",1)Hand wash sink in Bakery is drawing slow. Please repair/ unclog drain. 2) hand sink in kosher meat cooler is not receiving hot water. Repair sink and use alternate sinks outside of cooler. Take care not to use hands to open cooler doors after washing hands.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
998,09FOOD-0359,Jewel Osco #3487,91.0,08/30/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink is soiled. Wash and sanitize the sink basins.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
1009,10FOOD-0050,Pete Miller's Steakhouse,91.0,04/30/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Potato slicer is soiled. Ensure slicer is cleaned and sanitized after each use.,1557 SHERMAN AVE,Evanston,IL,60201,"1557 SHERMAN AVE
Evanston, IL 60201
(42.045929, -87.681878)"
466,12FOOD-0049,Coast Sushi Central,91.0,11/29/2018,(26) FOOD EQUIPMENT AND UTENSILS: No re-use of single-service articles.,Plastic |  single-use containers are being reused to store food. One of these containers was found severely cracked and chipped. This was discarded immediately. Do not reuse single-use items.,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.06372, -87.700458)"
73,09FOOD-0372,Hunan Spring,91.0,01/23/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineQuaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in use.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
91,09FOOD-0166,Sarpino's Pizza,91.0,01/29/2018,(2) FOOD: Original Container; properly labeled.,Sanitizer spray bottles were found without a label. Ensure all bottles are labeled.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
457,09FOOD-0166,Sarpino's Pizza,91.0,09/18/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prepared food items (such as diced tomatoes) are not date marked. Date these items to ensure they are served or discarded within 7 days.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
89,09FOOD-0166,Sarpino's Pizza,91.0,01/29/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food containers holding chicken wings were found stored on the floor of the walk-in cooler. Store all food items at least 6 inches above the floor.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
74,09FOOD-0372,Hunan Spring,91.0,01/23/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Please store eggs below other items in cooler.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
427,09FOOD-0372,Hunan Spring,91.0,11/26/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed eggs stored above prepared foods. Please store eggs on lowest shelf to prevent potential for cross contamination.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
75,09FOOD-0372,Hunan Spring,91.0,01/23/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting boards appear to be overly soiled. Please clean or replace or resurface cutting boards.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
1076,09FOOD-0359,Jewel Osco #3487,91.0,12/27/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed proofer in non kosher bakery to be leaking and drain not functioning. Please repair proofer and rod the drain.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
64,09FOOD-0372,Hunan Spring,91.0,01/19/2018,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION.Test test test,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
1153,16FOOD-0042,Viet Nom Nom,91.0,10/17/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the grill is soiled. Routinely clean all food contact surfaces.,618 1/2 CHURCH ST,Evanston,IL,60201,"618 1/2 CHURCH ST
Evanston, IL 60201
(42.048069, -87.680097)"
65,09FOOD-0372,Hunan Spring,91.0,01/19/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Test,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
874,09FOOD-0372,Hunan Spring,91.0,11/26/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed wall at dish area to be soiled. Please clean and sanitize wall by dish machine.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
860,12FOOD-0049,Coast Sushi Central,91.0,03/22/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Employee sweatshirt stored on food storage shelf. Store personal belongings separate from food prep and storage.,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.06372, -87.700458)"
1098,09FOOD-0166,Sarpino's Pizza,91.0,09/18/2018,(2) FOOD: Original Container; properly labeled.,Multiple spray bottles are not labeled. Provide a label.,2428 MAIN ST,Evanston,IL,60202,"2428 MAIN ST
Evanston, IL 60202
(42.033664, -87.707555)"
851,09FOOD-0359,Jewel Osco #3487,91.0,12/27/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed no sneeze guard for kosher Bakery display. Please install protection from customer contact.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
844,12FOOD-0049,Coast Sushi Central,91.0,11/29/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Cutting board for small prep cooler is stained and contains many cuts. Replace soon.,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.06372, -87.700458)"
1133,16FOOD-0042,Viet Nom Nom,91.0,10/17/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the 3 compartment sink is soiled. Routinely clean the floors. The floor behind the front ice machine and cooler are soiled. Pull the equipment out and clean the floors routinely.The floor drain to the 3 compartment sink is soiled. Routinely clean the floor drain.,618 1/2 CHURCH ST,Evanston,IL,60201,"618 1/2 CHURCH ST
Evanston, IL 60201
(42.048069, -87.680097)"
390,09FOOD-0359,Jewel Osco #3487,91.0,04/13/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food debris found on shelves. Clean.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
285,09FOOD-0372,Hunan Spring,91.0,11/26/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed excessive food scraps on floor in freezer under shelves and pallets. Please remove pallets from floor for easier cleaning and clean and sanitize floors.,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
524,09FOOD-0372,Hunan Spring,91.0,11/26/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths draped on railings and tables. Please store wiping cloths in sanitizing buckets when not in use to prevent the spread of pathogens,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
853,09FOOD-0359,Jewel Osco #3487,91.0,12/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed floors in bakery |  kosher bakery and produce to be dirty. Please clean floors to prevent soil build up.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
831,10FOOD-0050,Pete Miller's Steakhouse,91.0,08/30/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are found stored on equipment and prep counters. Store wiping cloths in a sanitizer bucket between use.,1557 SHERMAN AVE,Evanston,IL,60201,"1557 SHERMAN AVE
Evanston, IL 60201
(42.045929, -87.681878)"
398,12FOOD-0049,Coast Sushi Central,91.0,07/26/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Upper interior surface of ice machine is soiled. Clean and sanitize. 2. Surface of 3 compartment sink basins are slightly soiled. Clean and sanitize.,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.06372, -87.700458)"
676,09FOOD-0359,Jewel Osco #3487,91.0,08/30/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items are over stacked in display cooler and blocking air flow. Rearrange food items to ensure proper temperature.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
1187,09FOOD-0182,Evanston Hospital,91.0,12/28/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting board for the prep cooler across from the stove is very stained. Replace within 90 days.,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)"
889,10FOOD-0050,Pete Miller's Steakhouse,91.0,12/17/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A spray canister of pesticide was found in the dish wash room.  Remove from the establishment. Only a certified pest control operator can apply pest treatment.,1557 SHERMAN AVE,Evanston,IL,60201,"1557 SHERMAN AVE
Evanston, IL 60201
(42.045929, -87.681878)"
1147,16FOOD-0042,Viet Nom Nom,91.0,10/17/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The basement storage room is cluttered. Remove any unnecessary items and properly organize in order to allow space for cleaning.,618 1/2 CHURCH ST,Evanston,IL,60201,"618 1/2 CHURCH ST
Evanston, IL 60201
(42.048069, -87.680097)"
151,09FOOD-0182,Evanston Hospital,91.0,02/19/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. The surface of the 3 compartment located on ground level is soiled. Clean. 2. Soda nozzles in basement are soiled. Clean and sanitize.,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)"
150,09FOOD-0182,Evanston Hospital,91.0,02/19/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor under salad bar is heavily soiled with spilled food debris. Clean for pest prevention.,2650 RIDGE AVE,Evanston,IL,60201,"2650 RIDGE AVE
Evanston, IL 60201
(42.0653, -87.683293)"
62,09FOOD-0372,Hunan Spring,91.0,01/19/2018,(13) PERSONNEL: Clean clothes; hair restraints.,Test,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)"
345,09FOOD-0359,Jewel Osco #3487,91.0,12/27/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Sandwiches in front display cooler (non kosher side) are stacked too high. This blocks air flow and causes temperature to hold 50F. Do not stack sandwiches higher than one level in order to maintain 41F or below.,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)"
637,15FOOD-0011,Koco Table Evanston Inc,92.0,10/24/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoop laying in ice. Please store ice scoop in ice with handle sticking out of ice or in a clean container.,720 1/2 CLARK ST,Evanston,IL,60201,"720 1/2 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)"
336,15FOOD-0011,Koco Table Evanston Inc,92.0,10/24/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Observed personal items such as toothpaste and toothbrush at hand wash sink in kitchen. Hand wash sink is only to be used for the purpose of hand washing. Toothbrush if and other hygiene matters must be done in bathroom. Please remove these items from the hand wash station. Items removed at time of inspection.,720 1/2 CLARK ST,Evanston,IL,60201,"720 1/2 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)"
311,12FOOD-0041,The Supreme Burrito #1,92.0,11/20/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. Personal drinks were found stored in the ice bin. Dump ice and do not store drinks in the ice bin. 2. Can opener was found soiled with food debris. Clean and sanitize.,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)"
349,16FOOD-0001,Cupitol Coffee & Eatery,92.0,10/11/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Two of the kitchen hand sinks are in disrepair. One is leaking and the other has come off the wall. Both are scheduled to be repaired today.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
293,09FOOD-0329,Whole Foods Market #314,92.0,12/26/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.Food debris found in multiple hand wash sinks (produce section |  meat cooler room |  and prepared goods). Hand wash sinks must be dedicated to hand washing only to prevent sinks from being blocked from use or soiled.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
592,16FOOD-0001,Cupitol Coffee & Eatery,92.0,05/17/2018,(2) FOOD: Original Container; properly labeled.,"The establishment bottles their juice for sale. Juice packaged in an establishment must either be treated to obtain a 5 log reduction or have the following label:  ""WARNING: This product has not been pasteurized and |  therefore |  may contain harmful bacteria that can cause serious illness in children |  the elderly |  and persons with weakened immune systems.""",812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
582,12FOOD-0041,The Supreme Burrito #1,92.0,05/14/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. A container of beans and a container of beef was found on the counter with a temperature of 91F and 77F. Items were improperly cooled unrefrigerated overnight. Items were immediately discarded. Follow HACCP procedure listed under comments.,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)"
712,15FOOD-0011,Koco Table Evanston Inc,92.0,10/24/2018,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.Observed personal items such as toothpaste and toothbrush at hand wash sink in kitchen. Hand wash sink is only to be used for the purpose of hand washing. Toothbrush if and other hygiene matters must be done in bathroom. Please remove these items from the hand wash station. Items removed at time of inspection.,720 1/2 CLARK ST,Evanston,IL,60201,"720 1/2 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)"
649,09FOOD-0073,The Olive Mountain,92.0,12/03/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The shelves in the walk in cooler are soiled. Clean the shelves as needed to prevent accumulating debris.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
267,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
641,09FOOD-0073,The Olive Mountain,92.0,03/14/2018,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Obtain chlorine test strips to test the dishmachine,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
609,09FOOD-0329,Whole Foods Market #314,92.0,04/09/2018,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Observed ice scoop at ice room on top of ice machine. Please store ice scoop in clean container when not in use.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
793,09FOOD-0073,The Olive Mountain,92.0,03/14/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The back screen door does not automatically shut because the spring is broken....remains open approximately 5 inches. Pleas adjust to automatically close.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
731,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall near the dirty dishes bin is in disrepair. Repair the damage.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
505,09FOOD-0095,Great Harvest Bread Co.,92.0,09/20/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.Observed dead mouse in basement. Some effort is observed in the cleaning of floors. More effort must be made in cleaning of all surfaces |  filling holes |  and keeping food contained in a sanitary manner. Please work closely with pest control operator to remedy potential mouse problem.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
404,09FOOD-0073,The Olive Mountain,92.0,12/03/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The paint is peeling in various areas. Scrap and paint the walls to be smooth |  durable |  and easily cleanable. Wall panels are peeling in various areas. Repair the walls to be smooth |  durable |  and easily cleanable.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
901,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cooking equipment is soiled. Routinely sweep and mop the floor.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
904,09FOOD-0073,The Olive Mountain,92.0,03/14/2018,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",The 3 compartment sink must be set up with the dish soap in the first sink not the middle sink.1st sink soapy water2nd sink rinse water3rd sink sanitizer,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
490,09FOOD-0073,The Olive Mountain,92.0,12/03/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,Kitchen staff do not have food handler certificates. All food handlers must obtain a food handler certificate. Here is a link to ANSI approved food handler courses: https://www.ansi.org/Accreditation/credentialing/certificate-issuers/AllDirectoryListing?prgID=237 pct 2C238 and statusID=4,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
917,16FOOD-0001,Cupitol Coffee & Eatery,92.0,10/11/2018,(2) FOOD: Original Container; properly labeled.,"No consumer advisory is present for the packaged juice made on site. The consumer advisory must read: "" WARNING: This product has not been pasteurized and |  therefore |  may contain harmful bacteria that can cause serious illness in children |  the elderly |  and persons with weakened immune systems."" A label has been provided.",812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
410,12FOOD-0041,The Supreme Burrito #1,92.0,11/20/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Personal items |  such as nail clippers |  were found in the food prep area. Remove personal items from the kitchen.,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)"
942,09FOOD-0073,The Olive Mountain,92.0,12/03/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",A rubber floor mat for the cook line is torn and being tied together with plastic. Discard the broken floor mat.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
945,09FOOD-0095,Great Harvest Bread Co.,92.0,09/20/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed pumpkin seeds and other ingredients in open boxes/bags on shelf. Please store ingredients and food items in sealed food grade containers once opened and keep closed when not in use.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
414,09FOOD-0073,The Olive Mountain,92.0,03/14/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Clean the inside of the upstairs cookline freezer to remove the visible food residue,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
123,09FOOD-0095,Great Harvest Bread Co.,92.0,01/25/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,please clean the surfaces and faces of coolers |  freezers |  equipment and tables that are full of flour.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
1096,09FOOD-0329,Whole Foods Market #314,92.0,04/09/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of 3 compartment sinks are slightly soiled. Clean thoroughly before filling.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
122,09FOOD-0095,Great Harvest Bread Co.,92.0,01/25/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Please repair holes in walls of kitchen.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
118,09FOOD-0095,Great Harvest Bread Co.,92.0,01/25/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Please clean flour and crumbs from floors.  Washing floors daily will aid in the prevention of rodent harborage.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
